datetime,Номер скважины,forecast
1992-05-05,1,9.80136965180057
1992-05-06,1,9.80136964927248
1992-05-07,1,9.80136964807598
1992-05-08,1,9.801369647509697
1992-05-09,1,9.801369647241685
1992-05-10,1,9.80136964711484
1992-05-11,1,9.801369647054806
1992-05-12,1,9.801369647026393
1992-05-13,1,9.801369647012946
1992-05-14,1,9.801369647006581
1992-05-15,1,9.801369647003568
1992-05-16,1,9.801369647002142
1992-05-17,1,9.801369647001467
1992-05-18,1,9.801369647001147
1992-05-19,1,9.801369647000996
1992-05-20,1,9.801369647000925
1992-05-21,1,9.801369647000891
1992-05-22,1,9.801369647000875
1992-05-23,1,9.801369647000868
1992-05-24,1,9.801369647000865
1992-05-25,1,9.801369647000863
1992-05-26,1,9.801369647000863
1992-05-27,1,9.801369647000863
1992-05-28,1,9.801369647000863
1992-05-29,1,9.801369647000863
1992-05-30,1,9.801369647000863
1992-05-31,1,9.801369647000863
1992-06-01,1,9.801369647000863
1992-06-02,1,9.801369647000863
1992-06-03,1,9.801369647000863
1992-06-04,1,9.801369647000863
1992-06-05,1,9.801369647000863
1992-06-06,1,9.801369647000863
1992-06-07,1,9.801369647000863
1992-06-08,1,9.801369647000863
1992-06-09,1,9.801369647000863
1992-06-10,1,9.801369647000863
1992-06-11,1,9.801369647000863
1992-06-12,1,9.801369647000863
1992-06-13,1,9.801369647000863
1992-06-14,1,9.801369647000863
1992-06-15,1,9.801369647000863
1992-06-16,1,9.801369647000863
1992-06-17,1,9.801369647000863
1992-06-18,1,9.801369647000863
1992-06-19,1,9.801369647000863
1992-06-20,1,9.801369647000863
1992-06-21,1,9.801369647000863
1992-06-22,1,9.801369647000863
1992-06-23,1,9.801369647000863
1992-06-24,1,9.801369647000863
1992-06-25,1,9.801369647000863
1992-06-26,1,9.801369647000863
1992-06-27,1,9.801369647000863
1992-06-28,1,9.801369647000863
1992-06-29,1,9.801369647000863
1992-06-30,1,9.801369647000863
1992-07-01,1,9.801369647000863
1992-07-02,1,9.801369647000863
1992-07-03,1,9.801369647000863
1992-07-04,1,9.801369647000863
1992-07-05,1,9.801369647000863
1992-07-06,1,9.801369647000863
1992-07-07,1,9.801369647000863
1992-07-08,1,9.801369647000863
1992-07-09,1,9.801369647000863
1992-04-11,2,14.76776387972644
1992-04-12,2,14.715291890893953
1992-04-13,2,14.696801238914807
1992-04-14,2,14.690285301207444
1992-04-15,2,14.687989143978694
1992-04-16,2,14.687179999039634
1992-04-17,2,14.686894863716926
1992-04-18,2,14.686794384620622
1992-04-19,2,14.686758976700277
1992-04-20,2,14.686746499270948
1992-04-21,2,14.686742102338252
1992-04-22,2,14.686740552899131
1992-04-23,2,14.686740006890867
1992-04-24,2,14.686739814482516
1992-04-25,2,14.686739746679562
1992-04-26,2,14.686739722786417
1992-04-27,2,14.68673971436669
1992-04-28,2,14.686739711399655
1992-04-29,2,14.686739710354098
1992-04-30,2,14.686739709985654
1992-05-01,2,14.686739709855818
1992-05-02,2,14.686739709810064
1992-05-03,2,14.686739709793942
1992-05-04,2,14.686739709788261
1992-05-05,2,14.68673970978626
1992-05-06,2,14.686739709785554
1992-05-07,2,14.686739709785305
1992-05-08,2,14.686739709785218
1992-05-09,2,14.686739709785188
1992-05-10,2,14.686739709785178
1992-05-11,2,14.686739709785174
1992-05-12,2,14.686739709785172
1992-05-13,2,14.686739709785172
1992-05-14,2,14.686739709785172
1992-05-15,2,14.686739709785172
1992-05-16,2,14.686739709785172
1992-05-17,2,14.686739709785172
1992-05-18,2,14.686739709785172
1992-05-19,2,14.686739709785172
1992-05-20,2,14.686739709785172
1992-05-21,2,14.686739709785172
1992-05-22,2,14.686739709785172
1992-05-23,2,14.686739709785172
1992-05-24,2,14.686739709785172
1992-05-25,2,14.686739709785172
1992-05-26,2,14.686739709785172
1992-05-27,2,14.686739709785172
1992-05-28,2,14.686739709785172
1992-05-29,2,14.686739709785172
1992-05-30,2,14.686739709785172
1992-05-31,2,14.686739709785172
1992-06-01,2,14.686739709785172
1992-06-02,2,14.686739709785172
1992-06-03,2,14.686739709785172
1992-06-04,2,14.686739709785172
1992-06-05,2,14.686739709785172
1992-06-06,2,14.686739709785172
1992-06-07,2,14.686739709785172
1992-06-08,2,14.686739709785172
1992-06-09,2,14.686739709785172
1992-06-10,2,14.686739709785172
1992-06-11,2,14.686739709785172
1992-06-12,2,14.686739709785172
1992-06-13,2,14.686739709785172
1992-06-14,2,14.686739709785172
1992-06-15,2,14.686739709785172
1992-06-16,2,14.686739709785172
1992-06-17,2,14.686739709785172
1992-06-18,2,14.686739709785172
1992-06-19,2,14.686739709785172
1992-06-20,2,14.686739709785172
1992-06-21,2,14.686739709785172
1992-06-22,2,14.686739709785172
1992-06-23,2,14.686739709785172
1992-06-24,2,14.686739709785172
1992-06-25,2,14.686739709785172
1992-06-26,2,14.686739709785172
1992-06-27,2,14.686739709785172
1992-06-28,2,14.686739709785172
1992-06-29,2,14.686739709785172
1992-06-30,2,14.686739709785172
1992-07-01,2,14.686739709785172
1992-07-02,2,14.686739709785172
1992-07-03,2,14.686739709785172
1992-07-04,2,14.686739709785172
1992-07-05,2,14.686739709785172
1992-07-06,2,14.686739709785172
1992-07-07,2,14.686739709785172
1992-07-08,2,14.686739709785172
1992-07-09,2,14.686739709785172
1992-04-11,3,16.047103046528683
1992-04-12,3,16.045365445019804
1992-04-13,3,16.04548571962473
1992-04-14,3,16.045477394366888
1992-04-15,3,16.04547797063083
1992-04-16,3,16.04547793074256
1992-04-17,3,16.045477933503577
1992-04-18,3,16.045477933312462
1992-04-19,3,16.045477933325692
1992-04-20,3,16.045477933324776
1992-04-21,3,16.04547793332484
1992-04-22,3,16.045477933324836
1992-04-23,3,16.045477933324836
1992-04-24,3,16.045477933324836
1992-04-25,3,16.045477933324836
1992-04-26,3,16.045477933324836
1992-04-27,3,16.045477933324836
1992-04-28,3,16.045477933324836
1992-04-29,3,16.045477933324836
1992-04-30,3,16.045477933324836
1992-05-01,3,16.045477933324836
1992-05-02,3,16.045477933324836
1992-05-03,3,16.045477933324836
1992-05-04,3,16.045477933324836
1992-05-05,3,16.045477933324836
1992-05-06,3,16.045477933324836
1992-05-07,3,16.045477933324836
1992-05-08,3,16.045477933324836
1992-05-09,3,16.045477933324836
1992-05-10,3,16.045477933324836
1992-05-11,3,16.045477933324836
1992-05-12,3,16.045477933324836
1992-05-13,3,16.045477933324836
1992-05-14,3,16.045477933324836
1992-05-15,3,16.045477933324836
1992-05-16,3,16.045477933324836
1992-05-17,3,16.045477933324836
1992-05-18,3,16.045477933324836
1992-05-19,3,16.045477933324836
1992-05-20,3,16.045477933324836
1992-05-21,3,16.045477933324836
1992-05-22,3,16.045477933324836
1992-05-23,3,16.045477933324836
1992-05-24,3,16.045477933324836
1992-05-25,3,16.045477933324836
1992-05-26,3,16.045477933324836
1992-05-27,3,16.045477933324836
1992-05-28,3,16.045477933324836
1992-05-29,3,16.045477933324836
1992-05-30,3,16.045477933324836
1992-05-31,3,16.045477933324836
1992-06-01,3,16.045477933324836
1992-06-02,3,16.045477933324836
1992-06-03,3,16.045477933324836
1992-06-04,3,16.045477933324836
1992-06-05,3,16.045477933324836
1992-06-06,3,16.045477933324836
1992-06-07,3,16.045477933324836
1992-06-08,3,16.045477933324836
1992-06-09,3,16.045477933324836
1992-06-10,3,16.045477933324836
1992-06-11,3,16.045477933324836
1992-06-12,3,16.045477933324836
1992-06-13,3,16.045477933324836
1992-06-14,3,16.045477933324836
1992-06-15,3,16.045477933324836
1992-06-16,3,16.045477933324836
1992-06-17,3,16.045477933324836
1992-06-18,3,16.045477933324836
1992-06-19,3,16.045477933324836
1992-06-20,3,16.045477933324836
1992-06-21,3,16.045477933324836
1992-06-22,3,16.045477933324836
1992-06-23,3,16.045477933324836
1992-06-24,3,16.045477933324836
1992-06-25,3,16.045477933324836
1992-06-26,3,16.045477933324836
1992-06-27,3,16.045477933324836
1992-06-28,3,16.045477933324836
1992-06-29,3,16.045477933324836
1992-06-30,3,16.045477933324836
1992-07-01,3,16.045477933324836
1992-07-02,3,16.045477933324836
1992-07-03,3,16.045477933324836
1992-07-04,3,16.045477933324836
1992-07-05,3,16.045477933324836
1992-07-06,3,16.045477933324836
1992-07-07,3,16.045477933324836
1992-07-08,3,16.045477933324836
1992-07-09,3,16.045477933324836
1992-04-23,4,5.60722288283436
1992-04-24,4,5.738440967274653
1992-04-25,4,5.772055603131809
1992-04-26,4,5.780666792272612
1992-04-27,4,5.782872753352595
1992-04-28,4,5.78343786279414
1992-04-29,4,5.783582629029511
1992-04-30,4,5.783619714346731
1992-05-01,4,5.783629214633519
1992-05-02,4,5.783631648358126
1992-05-03,4,5.783632271814617
1992-05-04,4,5.783632431527838
1992-05-05,4,5.783632472442181
1992-05-06,4,5.783632482923364
1992-05-07,4,5.7836324856083685
1992-05-08,4,5.783632486296196
1992-05-09,4,5.783632486472399
1992-05-10,4,5.783632486517538
1992-05-11,4,5.783632486529101
1992-05-12,4,5.783632486532063
1992-05-13,4,5.783632486532822
1992-05-14,4,5.783632486533016
1992-05-15,4,5.783632486533066
1992-05-16,4,5.783632486533079
1992-05-17,4,5.783632486533082
1992-05-18,4,5.783632486533083
1992-05-19,4,5.783632486533083
1992-05-20,4,5.783632486533083
1992-05-21,4,5.783632486533083
1992-05-22,4,5.783632486533083
1992-05-23,4,5.783632486533083
1992-05-24,4,5.783632486533083
1992-05-25,4,5.783632486533083
1992-05-26,4,5.783632486533083
1992-05-27,4,5.783632486533083
1992-05-28,4,5.783632486533083
1992-05-29,4,5.783632486533083
1992-05-30,4,5.783632486533083
1992-05-31,4,5.783632486533083
1992-06-01,4,5.783632486533083
1992-06-02,4,5.783632486533083
1992-06-03,4,5.783632486533083
1992-06-04,4,5.783632486533083
1992-06-05,4,5.783632486533083
1992-06-06,4,5.783632486533083
1992-06-07,4,5.783632486533083
1992-06-08,4,5.783632486533083
1992-06-09,4,5.783632486533083
1992-06-10,4,5.783632486533083
1992-06-11,4,5.783632486533083
1992-06-12,4,5.783632486533083
1992-06-13,4,5.783632486533083
1992-06-14,4,5.783632486533083
1992-06-15,4,5.783632486533083
1992-06-16,4,5.783632486533083
1992-06-17,4,5.783632486533083
1992-06-18,4,5.783632486533083
1992-06-19,4,5.783632486533083
1992-06-20,4,5.783632486533083
1992-06-21,4,5.783632486533083
1992-06-22,4,5.783632486533083
1992-06-23,4,5.783632486533083
1992-06-24,4,5.783632486533083
1992-06-25,4,5.783632486533083
1992-06-26,4,5.783632486533083
1992-06-27,4,5.783632486533083
1992-06-28,4,5.783632486533083
1992-06-29,4,5.783632486533083
1992-06-30,4,5.783632486533083
1992-07-01,4,5.783632486533083
1992-07-02,4,5.783632486533083
1992-07-03,4,5.783632486533083
1992-07-04,4,5.783632486533083
1992-07-05,4,5.783632486533083
1992-07-06,4,5.783632486533083
1992-07-07,4,5.783632486533083
1992-07-08,4,5.783632486533083
1992-07-09,4,5.783632486533083
1992-07-10,4,5.783632486533083
1992-07-11,4,5.783632486533083
1992-07-12,4,5.783632486533083
1992-07-13,4,5.783632486533083
1992-07-14,4,5.783632486533083
1992-07-15,4,5.783632486533083
1992-07-16,4,5.783632486533083
1992-07-17,4,5.783632486533083
1992-07-18,4,5.783632486533083
1992-07-19,4,5.783632486533083
1992-07-20,4,5.783632486533083
1992-07-21,4,5.783632486533083
1992-04-11,5,6.575447815156104
1992-04-12,5,6.619699314320976
1992-04-13,5,6.631778402853483
1992-04-14,5,6.635075565266727
1992-04-15,5,6.635975573570339
1992-04-16,5,6.636221243890768
1992-04-17,5,6.636288303167997
1992-04-18,5,6.636306607970362
1992-04-19,5,6.636311604531666
1992-04-20,5,6.636312968415544
1992-04-21,5,6.6363133407074315
1992-04-22,5,6.636313442329902
1992-04-23,5,6.636313470069229
1992-04-24,5,6.636313477641081
1992-04-25,5,6.636313479707928
1992-04-26,5,6.636313480272103
1992-04-27,5,6.636313480426104
1992-04-28,5,6.63631348046814
1992-04-29,5,6.636313480479615
1992-04-30,5,6.636313480482746
1992-05-01,5,6.636313480483602
1992-05-02,5,6.636313480483835
1992-05-03,5,6.636313480483899
1992-05-04,5,6.636313480483917
1992-05-05,5,6.6363134804839214
1992-05-06,5,6.636313480483922
1992-05-07,5,6.636313480483922
1992-05-08,5,6.636313480483922
1992-05-09,5,6.636313480483922
1992-05-10,5,6.636313480483922
1992-05-11,5,6.636313480483922
1992-05-12,5,6.636313480483922
1992-05-13,5,6.636313480483922
1992-05-14,5,6.636313480483922
1992-05-15,5,6.636313480483922
1992-05-16,5,6.636313480483922
1992-05-17,5,6.636313480483922
1992-05-18,5,6.636313480483922
1992-05-19,5,6.636313480483922
1992-05-20,5,6.636313480483922
1992-05-21,5,6.636313480483922
1992-05-22,5,6.636313480483922
1992-05-23,5,6.636313480483922
1992-05-24,5,6.636313480483922
1992-05-25,5,6.636313480483922
1992-05-26,5,6.636313480483922
1992-05-27,5,6.636313480483922
1992-05-28,5,6.636313480483922
1992-05-29,5,6.636313480483922
1992-05-30,5,6.636313480483922
1992-05-31,5,6.636313480483922
1992-06-01,5,6.636313480483922
1992-06-02,5,6.636313480483922
1992-06-03,5,6.636313480483922
1992-06-04,5,6.636313480483922
1992-06-05,5,6.636313480483922
1992-06-06,5,6.636313480483922
1992-06-07,5,6.636313480483922
1992-06-08,5,6.636313480483922
1992-06-09,5,6.636313480483922
1992-06-10,5,6.636313480483922
1992-06-11,5,6.636313480483922
1992-06-12,5,6.636313480483922
1992-06-13,5,6.636313480483922
1992-06-14,5,6.636313480483922
1992-06-15,5,6.636313480483922
1992-06-16,5,6.636313480483922
1992-06-17,5,6.636313480483922
1992-06-18,5,6.636313480483922
1992-06-19,5,6.636313480483922
1992-06-20,5,6.636313480483922
1992-06-21,5,6.636313480483922
1992-06-22,5,6.636313480483922
1992-06-23,5,6.636313480483922
1992-06-24,5,6.636313480483922
1992-06-25,5,6.636313480483922
1992-06-26,5,6.636313480483922
1992-06-27,5,6.636313480483922
1992-06-28,5,6.636313480483922
1992-06-29,5,6.636313480483922
1992-06-30,5,6.636313480483922
1992-07-01,5,6.636313480483922
1992-07-02,5,6.636313480483922
1992-07-03,5,6.636313480483922
1992-07-04,5,6.636313480483922
1992-07-05,5,6.636313480483922
1992-07-06,5,6.636313480483922
1992-07-07,5,6.636313480483922
1992-07-08,5,6.636313480483922
1992-07-09,5,6.636313480483922
1992-04-14,6,6.560045273030716
1992-04-15,6,6.5474669886599175
1992-04-16,6,6.536887508470301
1992-04-17,6,6.527989204235556
1992-04-18,6,6.520504921753344
1992-04-19,6,6.514209960062233
1992-04-20,6,6.508915325234283
1992-04-21,6,6.504462056201536
1992-04-22,6,6.500716452260481
1992-04-23,6,6.497566058969602
1992-04-24,6,6.494916291924444
1992-04-25,6,6.492687597045639
1992-04-26,6,6.490813062123074
1992-04-27,6,6.489236407907491
1992-04-28,6,6.487910298435967
1992-04-29,6,6.4867949198620956
1992-04-30,6,6.485856785123022
1992-05-01,6,6.485067728555795
1992-05-02,6,6.48440406027836
1992-05-03,6,6.483845854947122
1992-05-04,6,6.483376353537432
1992-05-05,6,6.482981460186608
1992-05-06,6,6.48264931899319
1992-05-07,6,6.482369958066666
1992-05-08,6,6.48213499014093
1992-05-09,6,6.481937360763009
1992-05-10,6,6.481771136496888
1992-05-11,6,6.481631326783685
1992-05-12,6,6.481513734109871
1992-05-13,6,6.481414827985127
1992-05-14,6,6.481331638946262
1992-05-15,6,6.4812616694048915
1992-05-16,6,6.481202818662216
1992-05-17,6,6.481153319839648
1992-05-18,6,6.481111686831733
1992-05-19,6,6.481076669688735
1992-05-20,6,6.481047217089341
1992-05-21,6,6.481022444776788
1992-05-22,6,6.481001609010781
1992-05-23,6,6.480984084238149
1992-05-24,6,6.480969344311827
1992-05-25,6,6.48095694669432
1992-05-26,6,6.480946519171381
1992-05-27,6,6.480937748677002
1992-05-28,6,6.480930371894224
1992-05-29,6,6.480924167349552
1992-05-30,6,6.480918948763654
1992-05-31,6,6.480914559458682
1992-06-01,6,6.480910867654329
1992-06-02,6,6.480907762511381
1992-06-03,6,6.480905150803986
1992-06-04,6,6.480902954120731
1992-06-05,6,6.480901106510494
1992-06-06,6,6.480899552502385
1992-06-07,6,6.480898245440348
1992-06-08,6,6.4808971460823965
1992-06-09,6,6.480896221422457
1992-06-10,6,6.480895443699421
1992-06-11,6,6.480894789563672
1992-06-12,6,6.480894239376065
1992-06-13,6,6.48089377661829
1992-06-14,6,6.480893387396948
1992-06-15,6,6.48089306002643
1992-06-16,6,6.480892784678074
1992-06-17,6,6.480892553085086
1992-06-18,6,6.480892358294337
1992-06-19,6,6.480892194457616
1992-06-20,6,6.480892056656045
1992-06-21,6,6.480891940752401
1992-06-22,6,6.480891843266904
1992-06-23,6,6.480891761272742
1992-06-24,6,6.480891692308201
1992-06-25,6,6.480891634302754
1992-06-26,6,6.480891585514903
1992-06-27,6,6.480891544479887
1992-06-28,6,6.4808915099657085
1992-06-29,6,6.480891480936148
1992-06-30,6,6.48089145651965
1992-07-01,6,6.480891435983157
1992-07-02,6,6.480891418710099
1992-07-03,6,6.480891404181889
1992-07-04,6,6.480891391962343
1992-07-05,6,6.480891381684595
1992-07-06,6,6.480891373040074
1992-07-07,6,6.480891365769247
1992-07-08,6,6.48089135965382
1992-07-09,6,6.480891354510191
1992-07-10,6,6.480891350183931
1992-07-11,6,6.480891346545154
1992-07-12,6,6.480891343484611
1992-04-11,7,11.970955890271563
1992-04-12,7,12.135681912681779
1992-04-13,7,12.167235464167451
1992-04-14,7,12.173279600951616
1992-04-15,7,12.174437365695857
1992-04-16,7,12.174659137513881
1992-04-17,7,12.174701618285138
1992-04-18,7,12.174709755549568
1992-04-19,7,12.174711314256495
1992-04-20,7,12.174711612829475
1992-04-21,7,12.17471167002164
1992-04-22,7,12.174711680976896
1992-04-23,7,12.174711683075394
1992-04-24,7,12.174711683477366
1992-04-25,7,12.174711683554364
1992-04-26,7,12.174711683569113
1992-04-27,7,12.174711683571937
1992-04-28,7,12.174711683572479
1992-04-29,7,12.174711683572582
1992-04-30,7,12.174711683572601
1992-05-01,7,12.174711683572605
1992-05-02,7,12.174711683572605
1992-05-03,7,12.174711683572605
1992-05-04,7,12.174711683572605
1992-05-05,7,12.174711683572605
1992-05-06,7,12.174711683572605
1992-05-07,7,12.174711683572605
1992-05-08,7,12.174711683572605
1992-05-09,7,12.174711683572605
1992-05-10,7,12.174711683572605
1992-05-11,7,12.174711683572605
1992-05-12,7,12.174711683572605
1992-05-13,7,12.174711683572605
1992-05-14,7,12.174711683572605
1992-05-15,7,12.174711683572605
1992-05-16,7,12.174711683572605
1992-05-17,7,12.174711683572605
1992-05-18,7,12.174711683572605
1992-05-19,7,12.174711683572605
1992-05-20,7,12.174711683572605
1992-05-21,7,12.174711683572605
1992-05-22,7,12.174711683572605
1992-05-23,7,12.174711683572605
1992-05-24,7,12.174711683572605
1992-05-25,7,12.174711683572605
1992-05-26,7,12.174711683572605
1992-05-27,7,12.174711683572605
1992-05-28,7,12.174711683572605
1992-05-29,7,12.174711683572605
1992-05-30,7,12.174711683572605
1992-05-31,7,12.174711683572605
1992-06-01,7,12.174711683572605
1992-06-02,7,12.174711683572605
1992-06-03,7,12.174711683572605
1992-06-04,7,12.174711683572605
1992-06-05,7,12.174711683572605
1992-06-06,7,12.174711683572605
1992-06-07,7,12.174711683572605
1992-06-08,7,12.174711683572605
1992-06-09,7,12.174711683572605
1992-06-10,7,12.174711683572605
1992-06-11,7,12.174711683572605
1992-06-12,7,12.174711683572605
1992-06-13,7,12.174711683572605
1992-06-14,7,12.174711683572605
1992-06-15,7,12.174711683572605
1992-06-16,7,12.174711683572605
1992-06-17,7,12.174711683572605
1992-06-18,7,12.174711683572605
1992-06-19,7,12.174711683572605
1992-06-20,7,12.174711683572605
1992-06-21,7,12.174711683572605
1992-06-22,7,12.174711683572605
1992-06-23,7,12.174711683572605
1992-06-24,7,12.174711683572605
1992-06-25,7,12.174711683572605
1992-06-26,7,12.174711683572605
1992-06-27,7,12.174711683572605
1992-06-28,7,12.174711683572605
1992-06-29,7,12.174711683572605
1992-06-30,7,12.174711683572605
1992-07-01,7,12.174711683572605
1992-07-02,7,12.174711683572605
1992-07-03,7,12.174711683572605
1992-07-04,7,12.174711683572605
1992-07-05,7,12.174711683572605
1992-07-06,7,12.174711683572605
1992-07-07,7,12.174711683572605
1992-07-08,7,12.174711683572605
1992-07-09,7,12.174711683572605
1992-04-11,8,12.402470493841594
1992-04-12,8,12.390987673802856
1992-04-13,8,12.380995749796563
1992-04-14,8,12.372301148208214
1992-04-15,8,12.364735428459694
1992-04-16,8,12.358152019808763
1992-04-17,8,12.352423381833026
1992-04-18,8,12.347438533588427
1992-04-19,8,12.343100903574642
1992-04-20,8,12.339326458854709
1992-04-21,8,12.33604207708435
1992-04-22,8,12.333184129912283
1992-04-23,8,12.330697250307711
1992-04-24,8,12.328533259934455
1992-04-25,8,12.326650235791693
1992-04-26,8,12.32501169803938
1992-04-27,8,12.32358590327404
1992-04-28,8,12.322345229563595
1992-04-29,8,12.32126564132747
1992-04-30,8,12.320326223695123
1992-05-01,8,12.319508777322113
1992-05-02,8,12.318797465814072
1992-05-03,8,12.318178508928117
1992-05-04,8,12.317639915608117
1992-05-05,8,12.31717125168187
1992-05-06,8,12.316763437719816
1992-05-07,8,12.316408573139181
1992-05-08,8,12.316099783145933
1992-05-09,8,12.315831085549348
1992-05-10,8,12.315597274868985
1992-05-11,8,12.315393821488877
1992-05-12,8,12.315216783905251
1992-05-13,8,12.315062732367748
1992-05-14,8,12.31492868243484
1992-05-15,8,12.314812037156228
1992-05-16,8,12.314710536762105
1992-05-17,8,12.314622214884615
1992-05-18,8,12.314545360463402
1992-05-19,8,12.31447848459722
1992-05-20,8,12.31442029169944
1992-05-21,8,12.314369654398641
1992-05-22,8,12.314325591698037
1992-05-23,8,12.314287249970615
1992-05-24,8,12.31425388642182
1992-05-25,8,12.314224854699384
1992-05-26,8,12.314199592371544
1992-05-27,8,12.314177610031043
1992-05-28,8,12.314158481813843
1992-05-29,8,12.314141837148858
1992-05-30,8,12.314127353578874
1992-05-31,8,12.314114750513587
1992-06-01,8,12.314103783793726
1992-06-02,8,12.314094240960948
1992-06-03,8,12.314085937141886
1992-06-04,8,12.314078711466594
1992-06-05,8,12.314072423952014
1992-06-06,8,12.314066952790082
1992-06-07,8,12.314062191987938
1992-06-08,8,12.31405804931453
1992-06-09,8,12.314054444513816
1992-06-10,8,12.314051307749967
1992-06-11,8,12.314048578254432
1992-06-12,8,12.314046203148678
1992-06-13,8,12.314044136419762
1992-06-14,8,12.314042338028932
1992-06-15,8,12.314040773135948
1992-06-16,8,12.314039411424128
1992-06-17,8,12.31403822651302
1992-06-18,8,12.314037195447332
1992-06-19,8,12.314036298252221
1992-06-20,8,12.31403551754632
1992-06-21,8,12.314034838205005
1992-06-22,8,12.314034247067397
1992-06-23,8,12.31403373268138
1992-06-24,8,12.314033285081752
1992-06-25,8,12.31403289559716
1992-06-26,8,12.314032556682116
1992-06-27,8,12.31403226177082
1992-06-28,8,12.314032005149949
1992-06-29,8,12.314031781847987
1992-06-30,8,12.314031587538905
1992-07-01,8,12.314031418458349
1992-07-02,8,12.314031271330723
1992-07-03,8,12.314031143305721
1992-07-04,8,12.314031031903113
1992-07-05,8,12.314030934964697
1992-07-06,8,12.314030850612482
1992-07-07,8,12.314030777212315
1992-07-08,8,12.314030713342213
1992-07-09,8,12.31403065776482
1992-04-11,9,32.08350627801781
1992-04-12,9,31.989092842038566
1992-04-13,9,31.957538523482885
1992-04-14,9,31.946992619616697
1992-04-15,9,31.943468027946032
1992-04-16,9,31.9422900590775
1992-04-17,9,31.941896365059897
1992-04-18,9,31.94176478689715
1992-04-19,9,31.941720811596184
1992-04-20,9,31.941706114422622
1992-04-21,9,31.941701202417338
